Label,sentence
AS접수/변경>장비리셋 후 재사용 요청,리셋 접수 수신불
실시간 채널>수신 불량,티수신 불코로나무 연 후방
실시간 채널>네트워크 오류,방문 독촉 수신불 정상
실시간 채널>수신 불량,수신 불 외부 대리신고 최대한 빠른 방문 요청 취소 건 있을 시 먼저 요청
실시간 채널>화질 이상,시 이후 방문 요청 티비시청 중끊김 증상 정상
실시간 채널>수신 불량,수신 불지난주 금요일부터 못 보고 계시다며 빠른 방문 요청 코로나 이 상무
실시간 채널>네트워크 오류,권유 실패 수시로 네트워크 오류뜸 방문 점검 요청 연 후방
AS접수/변경>장비리셋 후 재사용 요청,리셋 접수 시간 일부 채널 수신 불번 만 나오고 모든 채널 다안나옴
단말>리모컨작동불가>M&S내방안내,리모컨 고장 매장 안내
단말>STB(작동)이상,시대 중 거실 한 대고 장 고장 전원 들어왔다 안 들어왔다 함재부팅 확인함
실시간 채널>수신 불량,수신 불비 정상
실시간 채널>수신 불량,수신불대연 후방
"고객원인>부주의, ID/PW 분실 등",티비교체 후티비 연결 요청함 방문 전 연락 요청
단말>STB(작동)이상,수신 불셋 탑 전원안 들어옴
실시간 채널>화질 이상,기가 지니시청 중 화면 깨짐 방문점검요쳥 연후방
실시간 채널>화질 이상,코로나무 거실 한 대시청 중 화면 깜깜해졌다가 다시 나온 다 함 방문해서 점검 요청 점점 증상자 주 나타나서 불편하다며 불만 방문시 꼼꼼 점검 요청 독촉 빠른 방문원 당일 가능시 방문 요청올인 홈댁 내 정상
단말>리모컨작동불가>현장출동,리모컨 배터리 소모량 심함 새로 바꾸면 일밖에 안간다며 방문해서 점검 요청
실시간 채널>화질 이상,화질이상
단말>리모컨작동불가>현장출동,일반 문의 서비스 번문의 내용 리모콘 작동이 안 돼서 요기가 지니 셋톱박스 연결돼 있는 리모컨이 배터리 바꿨는데도 작동이 안 돼서요
AS접수/변경>임대단말 회수요청,서비스 번 문의자 김문선 배우자문의 내용 및 처리 내용지붕공사로 스카이라이프 안테나 당일 빠른 회수 요청하십니 다변경 고객으로 확인됨 빠른 처리부탁드립니 다 추가 문의
VOD/컨텐츠>화질 이상,독촉 심 끊김리셋 안내
AS접수/변경>장비리셋 후 재사용 요청,리셋 접수 시간 내외수신불로딩중
단말>리모컨작동불가>택배발송,리모컨 택배 배송 안내
"고객원인>부주의, ID/PW 분실 등",랑 연결된 스피커 전원 고객측
실시간 채널>수신 불량,수신불
AS접수/변경>장비리셋 후 재사용 요청,리셋 접수 시간 내 외 리콜 안내수신불
실시간 채널>수신 불량,접속 불연 후방
실시간 채널>수신 불량,멀티 수신 불재부팅해도 동일
실시간 채널>수신 불량,수신불 정상
실시간 채널>수신 불량,티수신불
AS접수/변경>장비리셋 후 재사용 요청,리셋 접수 시간 전후 리콜 안내티 수신 불연안방 정상
실시간 채널>수신 불량,멀수신 불리셋
실시간 채널>수신 불량,임 의회 선수 신불
실시간 채널>수신 불량,티수신 불취소 건 발생 시 빠른 방문 희망코로나무포트 확인 불가
실시간 채널>수신 불량,수신 불량 비정상 빠른 방문 요청 코로나무
고객원인>증설/구내선 정리요청,멀코로나무임의회 선동선 연결 요청
실시간 채널>수신 불량,멀코로나 이 상무재확인 필티 수신 불기사 빠른 방문 요청 정상
실시간 채널>수신 불량,봇코로나 이 상무재확인 필수신불모뎀 정상
실시간 채널>수신 불량,멀수신불 최대한 빨리
단말>리모컨작동불가>M&S내방안내,일반 문의 서비스 번문의 내용 리모콘이 밑으로 오래 쓰다 보니까 이게 리모컨이 밑으로 잘 안 넣을려지거든 요 방문하셔서 저희가 거의 저녁 때 퇴근을 해야 돼서 월요일부터 금요일 평일 싶어 정보가 확인되고 있어요
단말>리모컨작동불가>현장출동,코로나무리모컨 작동 불반응 없음리모컨 교체받아온 거라 함 방문하여 문제인 지 리모컨 문제인 지 점검 요청 어플문자 발송
"고객원인>부주의, ID/PW 분실 등",빠른 방문원함 고객 지붕 위작업 후티비 안됨 코로나 안내
단말>리모컨작동불가>택배발송,대 모두 리모컨 작동 불배송 등록함
실시간 채널>수신 불량,인터넷과 작은 방에 이용 중인 티비수 신불 꼼꼼한 점검 부탁드립니다 연 후방코로나 이 상무
실시간 채널>수신 불량,인연결 안 됨
단말>STB(작동)이상,결제기가 지니대수신 불전원안 들어옴
실시간 채널>수신 불량,임의수신 불 외부 신고정상
실시간 채널>화질 이상,코로나 이 상무재확인 필티비 화질 불량 멈추는 현상 있음 리모컨 작동 불리모컨 교체 요청인 입 연락후
실시간 채널>수신 불량,대수신불 연락 후 방문
실시간 채널>수신 불량,티비수 신불연결오류팝업 연 후방 일당일 또는 최대한 빠른 방문 참고
실시간 채널>수신 불량,코로나 이 상무재확인필 빠른 방문 요청 수신 불인터넷 연결오류 정상인 입번
실시간 채널>수신 불량,임의 접수동수신불코로나무
실시간 채널>수신 불량,월일시시수신 불유 투브 쪽소리가 안 들리신 다심 외부 입력 변환해 보셨으나 일반 유선 채널 만 나오신 다 심권한 재송출
단말>리모컨작동불가>현장출동,봇코로나 이 상무재확인 필리모컨 고장 음향조절 및 기능 조작이 안 된다고 함방문 요청리 모컨 교체 희망리모컨
실시간 채널>수신 불량,복수단말 구분 안됨 대수신불연 후방 최대한 빠른 방문 요청
실시간 채널>수신 불량,수신 불네트워크 확인 필요
단말>STB(작동)이상,월일 시 셋탑 작동불
실시간 채널>수신 불량,수신 불 외부 신고
AS접수/변경>장비리셋 후 재사용 요청,인입 거실 수신 불리셋 안내
실시간 채널>화질 이상,멀화질이 상 올인 홈 정상 코로나 안내 방문 전 연락
단말>리모컨작동불가>현장출동,리모컨 작동 불거부 방문 요청
고객원인>증설/구내선 정리요청,멀코로나 이 상 무선재 연결 위치 변경연 후방 주소 확인
실시간 채널>화질 이상,코로나 이 상무재확인 필티비대채널 만 화면에 줄이 그 어지듯이 나온다고 하심 모뎀 셋톱재부팅해도 동일 현상 반복 정상
고객원인>증설/구내선 정리요청,재연결코로나 이 상무재확인 필임의 회선 접수 정상
단말>리모컨작동불가>M&S내방안내,리모컨에서 편성표 버튼만 안됨 비정상 그 외 모든 버튼 정상
실시간 채널>수신 불량,티불통코로 나무 회선 불통
실시간 채널>화질 이상,멀티대끊김 현 상태풍오고 난 후 계속 그렇다고 하심코로나 이 상무 정상
단말>리모컨작동불가>택배발송,리모컨기가 지니리모콘 작동 불배터리 방전이 빨리 된다고 함 교체해봐도 동일 택배 교체 요청 전 송 후 등록함
실시간 채널>화질 이상,화면이 시청 중 꺼졌다 켜졌다 반복됨 잦은 고장 꼼꼼하게 점검 요청
단말>리모컨작동불가>현장출동,리모컨 일부 버튼 작동불
단말>리모컨작동불가>현장출동,코로나 이 상무재확인 필기가 지니리모컨 너무 뜨거워서 교체 요청
실시간 채널>수신 불량,임의수신 불주인 분 대리신고 정확한 회선 고장 상태 확인 불공동회선 일시 접수
단말>STB(부팅) 이상>부팅중 오류메시지 발생,오후 수신 불로 딩중올인 홈 정상리셋 약정기간 문의하여 전환
실시간 채널>수신 불량,코로나 이 상무재확인 필수신불 화면 안나 옴 정상 요청인
실시간 채널>수신 불량,멀수신불연결이 원활하지 않다고 뜬다심연 후방코로나무
실시간 채널>화질 이상,시청 중 화면 깨짐
단말>음성인식이상(기가지니),기가 지니 음성인식 불외부 신고 방문 점검 요청
실시간 채널>수신 불량,티수신불
실시간 채널>수신 불량,수신 불 연락후
단말>리모컨작동불가>기타문의,리모컨 고장 고정 셋탑 변경 진행 중 되어 있음 안내하니 보류
실시간 채널>수신 불량,독촉 최대 당겨 점검 요시청 불어른 신만계시는 곳이라 빠른 방문 요청함 비정상
단말>리모컨작동불가>현장출동,리모컨 고장 배터리 교체 후에도 사용 불가 침수 파손이력 없다고 함엔지니 어 방문 점검 요청 고장 시 교체 요청 기본 티비기가 지니
"고객원인>부주의, ID/PW 분실 등",용수평세입자 이사 재연결 요청
AS접수/변경>임대단말 회수요청,본인인 티장비 회수 요청 당분간 정지되고 현재 장소 건물 부신다고 우선 장비 회수 요청하심 연락 바랍니다
단말>리모컨작동불가>택배발송,리모컨 시시작동 불작동안 될 때 건전지 확인 함택배 요청 등록 리모컨
단말>음성인식이상(기가지니),기가 지니 음성인식 안됨 셋탑재 부팅 음성인식 차단 해제 후 정상 ㅇ네 소리에서 띵소리 변경됨 안내
실시간 채널>화질 이상,코로나무 지상파만 시청되고 다른 채널은 시청 안됨 셋탑리셋
AS접수/변경>장비리셋 후 재사용 요청,리셋티비수 신불
실시간 채널>수신 불량,사용 불가 안 켜짐 연 후방코로나무 연 후방
실시간 채널>수신 불량,티수신 불신 정상리셋 안내현재 집에 없어 추후 시도 후 안 될 시 연락주시기로 함
실시간 채널>수신 불량,티비수 신불 정상
실시간 채널>수신 불량,요청 시간 수신 불 연락후
실시간 채널>네트워크 오류,차리셋해도 동일 인터넷 연결오류 잦은 고장 불만 지연 불만 독촉 연락 후 방문요리셋 접수 수신 불리셋
실시간 채널>수신 불량,코로나 이 상무재확인 필티비수 신불세입자 임의정상신
실시간 채널>수신 불량,티수신불
단말>STB(작동)이상,외부 신고지니 전원 버튼 고장 작동 이 상주 전원 버튼 튕겨져 나옴 정상
"고객원인>부주의, ID/PW 분실 등",대선 분리 후 시청 불위치 변경무
데이터서비스>접속 지연/끊김,티접불
실시간 채널>수신 불량,
단말>리모컨작동불가>택배발송,리모컨 일부 버튼 인식 잘 안됨 건전지 교체해 봄 안 될 때 소등택배 등록 리모컨
실시간 채널>수신 불량,티접속 불회선 전부
실시간 채널>수신 불량,수신불
단말>STB(작동)이상,코로나무기가 지니작동 불임의회선리셋 후 동일 방문 전선 연락
실시간 채널>수신 불량,대안방쪽 연결 잘 안 되고 색감 안 좋다고 함자가 격리 중으로 보류
실시간 채널>수신 불량,대 모두 수신 불연 후방
단말>STB(부팅) 이상>부팅중 오류메시지 발생,되도록 늦은 방문 요청안방셋탑고장 와이파이 연결 팝업
단말>STB(부팅) 이상>부팅중 오류메시지 발생,부팅 중 오류 메세지 정상
단말>STB(작동)이상,코로나 이 상무재확인 필티 전원이 꺼짐 정상
단말>리모컨작동불가>현장출동,기가 지니리모컨 작동 불전원 버튼부터 채널버튼 등 다 안됨 불안 들어 옴건전지 교체해도 안됨 점검 요청
실시간 채널>화질 이상,대만 시청 중 끊김 현상점검 요청
단말>리모컨작동불가>택배발송,무출동 리모컨 작동 불모든 버튼 안됨택배 배송 요청하여 처리함
AS접수/변경>임대단말 분실/파손,리모컨 파손 배송 요청 본인 문자 발송 통합설정 문자 발송
단말>STB(작동)이상,셋탑이상 셋탑이 자꾸 다운됨연 후방
AS접수/변경>장비리셋 후 재사용 요청,리셋 접수 시간 내 외 리콜 안내수신불
실시간 채널>수신 불량,코로나 이 상무재확인 필기가 지니 수신 불리모컨 상세 점검 요청
실시간 채널>수신 불량,추티수신불
실시간 채널>수신 불량,수신 불방문 전 연락요
실시간 채널>수신 불량,시안됨재부팅해도 안 됨
실시간 채널>수신 불량,시시수신 불잦은 고장불만근본적인 해결 요청
실시간 채널>수신 불량,멀티 수신 불리모컨 점검 요올인 홈 정상리셋 동일연 후방
단말>STB(작동)이상,셋탑이상리셋 후 동일 연 후방
단말>리모컨작동불가>M&S내방안내,리모컨 작동 불가농성동쪽도 교체 요청 매장 안내
실시간 채널>수신 불량,수신 불셋 탑 박스 미설치 동시 점검 요청 정상시험 안됨 코로나 안내유료화 안내
고객원인>증설/구내선 정리요청,랜선 길게 연결 요청 댁내 이전 필요할 수도 있다고 안내드림
AS접수/변경>임대단말 분실/파손,멀코로나무셋톱 분실기가 지니 분실 보상금 발생 안내 오후 늦은 방문 요청
